mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__metric,param_classifier__n_neighbors,param_classifier__p,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.005723333358764649,0.007059466586957418,0.24012484550476074,0.03130095496393666,cosine,3,1,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 3, 'classifier__p': 1}",0.8238057948316366,0.8465152701644479,0.8589341692789969,0.8550156739811913,0.8495297805642633,0.8467601377641071,0.012255559247952708,49,0.8726738491674828,0.8838393731635651,0.8826870348609479,0.882491186839013,0.8826870348609479,0.8808756957783913,0.004128568308341384
0.008307743072509765,0.005855695950073897,0.23336524963378907,0.031194430407639136,cosine,3,2,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 3, 'classifier__p': 2}",0.8238057948316366,0.8465152701644479,0.8589341692789969,0.8550156739811913,0.8495297805642633,0.8467601377641071,0.012255559247952708,49,0.8726738491674828,0.8838393731635651,0.8826870348609479,0.882491186839013,0.8826870348609479,0.8808756957783913,0.004128568308341384
0.00944523811340332,0.007342447534813556,0.2597541809082031,0.07887514080250745,cosine,3,3,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 3, 'classifier__p': 3}",0.8238057948316366,0.8465152701644479,0.8589341692789969,0.8550156739811913,0.8495297805642633,0.8467601377641071,0.012255559247952708,49,0.8726738491674828,0.8838393731635651,0.8826870348609479,0.882491186839013,0.8826870348609479,0.8808756957783913,0.004128568308341384
0.006350517272949219,0.007779380951377195,0.25696964263916017,0.02253076824027456,cosine,5,1,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 5, 'classifier__p': 1}",0.8449490994518403,0.8480814408770556,0.8557993730407524,0.8550156739811913,0.8487460815047022,0.8505183337711083,0.004200265246589335,43,0.8738491674828599,0.8732615083251714,0.8744614179396788,0.872698785742264,0.8764198981590285,0.8741381555298006,0.0012833283141587986
0.007510757446289063,0.006839104381778659,0.23826971054077148,0.012666094082637858,cosine,5,2,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 5, 'classifier__p': 2}",0.8449490994518403,0.8480814408770556,0.8557993730407524,0.8550156739811913,0.8487460815047022,0.8505183337711083,0.004200265246589335,43,0.8738491674828599,0.8732615083251714,0.8744614179396788,0.872698785742264,0.8764198981590285,0.8741381555298006,0.0012833283141587986
0.012092208862304688,0.004328666936822017,0.2511583805084229,0.02354665191193476,cosine,5,3,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 5, 'classifier__p': 3}",0.8449490994518403,0.8480814408770556,0.8557993730407524,0.8550156739811913,0.8487460815047022,0.8505183337711083,0.004200265246589335,43,0.8738491674828599,0.8732615083251714,0.8744614179396788,0.872698785742264,0.8764198981590285,0.8741381555298006,0.0012833283141587986
0.006105566024780273,0.007481519143337839,0.24063186645507811,0.008139509452112515,cosine,7,1,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 7, 'classifier__p': 1}",0.8496476115896633,0.8613938919342208,0.8589341692789969,0.8581504702194357,0.8487460815047022,0.8553744449054038,0.005164175014285788,25,0.8691478942213516,0.8669931439764936,0.8674108891500196,0.8697610654132393,0.8705444575009792,0.8687714900524167,0.0013622116317338986
0.006623697280883789,0.005860928046984869,0.2554751396179199,0.036348804493940845,cosine,7,2,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 7, 'classifier__p': 2}",0.8496476115896633,0.8613938919342208,0.8589341692789969,0.8581504702194357,0.8487460815047022,0.8553744449054038,0.005164175014285788,25,0.8691478942213516,0.8669931439764936,0.8674108891500196,0.8697610654132393,0.8705444575009792,0.8687714900524167,0.0013622116317338986
0.007813549041748047,0.002981600060712152,0.25497026443481446,0.023870637484535398,cosine,7,3,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 7, 'classifier__p': 3}",0.8496476115896633,0.8613938919342208,0.8589341692789969,0.8581504702194357,0.8487460815047022,0.8553744449054038,0.005164175014285788,25,0.8691478942213516,0.8669931439764936,0.8674108891500196,0.8697610654132393,0.8705444575009792,0.8687714900524167,0.0013622116317338986
0.010159111022949219,0.0032503147254234377,0.2440027713775635,0.0189119535188605,cosine,9,1,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 9, 'classifier__p': 1}",0.8543461237274863,0.860610806577917,0.8620689655172413,0.8589341692789969,0.8495297805642633,0.8570979691331809,0.004588520334280187,7,0.8658178256611165,0.86307541625857,0.8652565609087348,0.864081472777125,0.8689776733254995,0.8654417897862092,0.0020064082913109726
0.008385848999023438,0.0029090719400150693,0.25297889709472654,0.019604784773699205,cosine,9,2,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 9, 'classifier__p': 2}",0.8543461237274863,0.860610806577917,0.8620689655172413,0.8589341692789969,0.8495297805642633,0.8570979691331809,0.004588520334280187,7,0.8658178256611165,0.86307541625857,0.8652565609087348,0.864081472777125,0.8689776733254995,0.8654417897862092,0.0020064082913109726
0.006548547744750976,0.003751738775027244,0.2463170051574707,0.013724038943985647,cosine,9,3,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 9, 'classifier__p': 3}",0.8543461237274863,0.860610806577917,0.8620689655172413,0.8589341692789969,0.8495297805642633,0.8570979691331809,0.004588520334280187,7,0.8658178256611165,0.86307541625857,0.8652565609087348,0.864081472777125,0.8689776733254995,0.8654417897862092,0.0020064082913109726
0.00810089111328125,0.0031148161759994132,0.2435298442840576,0.01524274726994807,cosine,11,1,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 11, 'classifier__p': 1}",0.851213782302271,0.8613938919342208,0.8612852664576802,0.8565830721003135,0.8526645768025078,0.8566281179193986,0.00422914534992522,10,0.8620959843290892,0.8632713026444662,0.86310223266745,0.8611437524481003,0.8656482569526048,0.8630523058083422,0.0015064223411422586
0.008882617950439453,0.0022866432742706445,0.2574613571166992,0.0209951204538741,cosine,11,2,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 11, 'classifier__p': 2}",0.851213782302271,0.8613938919342208,0.8612852664576802,0.8565830721003135,0.8526645768025078,0.8566281179193986,0.00422914534992522,10,0.8620959843290892,0.8632713026444662,0.86310223266745,0.8611437524481003,0.8656482569526048,0.8630523058083422,0.0015064223411422586
0.007928705215454102,0.003287934204780652,0.2491757392883301,0.014732209359154012,cosine,11,3,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 11, 'classifier__p': 3}",0.851213782302271,0.8613938919342208,0.8612852664576802,0.8565830721003135,0.8526645768025078,0.8566281179193986,0.00422914534992522,10,0.8620959843290892,0.8632713026444662,0.86310223266745,0.8611437524481003,0.8656482569526048,0.8630523058083422,0.0015064223411422586
0.009701967239379883,0.00300774012260481,0.23565807342529296,0.005466401860763111,cosine,13,1,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 13, 'classifier__p': 1}",0.8519968676585747,0.8574784651527017,0.8605015673981191,0.8573667711598746,0.8479623824451411,0.8550612107628822,0.004484189335733427,28,0.8603330068560235,0.8624877571008814,0.8619271445358402,0.8621229925577751,0.863689776733255,0.8621121355567549,0.0010797853223911524
0.0058917999267578125,0.0016110021827544063,0.26250195503234863,0.022082240111292988,cosine,13,2,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 13, 'classifier__p': 2}",0.8519968676585747,0.8574784651527017,0.8605015673981191,0.8573667711598746,0.8479623824451411,0.8550612107628822,0.004484189335733427,28,0.8603330068560235,0.8624877571008814,0.8619271445358402,0.8621229925577751,0.863689776733255,0.8621121355567549,0.0010797853223911524
0.0115478515625,0.004577613160946945,0.2557818412780762,0.021791579522372803,cosine,13,3,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 13, 'classifier__p': 3}",0.8519968676585747,0.8574784651527017,0.8605015673981191,0.8573667711598746,0.8479623824451411,0.8550612107628822,0.004484189335733427,28,0.8603330068560235,0.8624877571008814,0.8619271445358402,0.8621229925577751,0.863689776733255,0.8621121355567549,0.0010797853223911524
0.00724325180053711,0.0023542722608159987,0.25189809799194335,0.011325387626626448,cosine,15,1,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 15, 'classifier__p': 1}",0.8590446358653093,0.8598277212216131,0.859717868338558,0.8565830721003135,0.8471786833855799,0.8564703961822747,0.004791514151707833,16,0.8599412340842312,0.8605288932419197,0.8617312965139052,0.8609479044261653,0.863689776733255,0.8613678209998952,0.001299143780873064
0.006682395935058594,0.0017763498372863247,0.274109411239624,0.029980760205452144,cosine,15,2,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 15, 'classifier__p': 2}",0.8590446358653093,0.8598277212216131,0.859717868338558,0.8565830721003135,0.8471786833855799,0.8564703961822747,0.004791514151707833,16,0.8599412340842312,0.8605288932419197,0.8617312965139052,0.8609479044261653,0.863689776733255,0.8613678209998952,0.001299143780873064
0.008905792236328125,0.0017692288647531557,0.24829773902893065,0.008831063590517897,cosine,15,3,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 15, 'classifier__p': 3}",0.8590446358653093,0.8598277212216131,0.859717868338558,0.8565830721003135,0.8471786833855799,0.8564703961822747,0.004791514151707833,16,0.8599412340842312,0.8605288932419197,0.8617312965139052,0.8609479044261653,0.863689776733255,0.8613678209998952,0.001299143780873064
0.009311437606811523,0.0022917675697052588,0.26169614791870116,0.03469591922028151,cosine,17,1,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 17, 'classifier__p': 1}",0.860610806577917,0.8590446358653093,0.8612852664576802,0.8589341692789969,0.8471786833855799,0.8574107123130966,0.005194955560888098,4,0.8593535749265426,0.8607247796278159,0.8599686643164904,0.8593811202506855,0.8623188405797102,0.8603493959402488,0.0011039745443136382
0.009320640563964843,0.002108499273543113,0.23440775871276856,0.011275870897854789,cosine,17,2,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 17, 'classifier__p': 2}",0.860610806577917,0.8590446358653093,0.8612852664576802,0.8589341692789969,0.8471786833855799,0.8574107123130966,0.005194955560888098,4,0.8593535749265426,0.8607247796278159,0.8599686643164904,0.8593811202506855,0.8623188405797102,0.8603493959402488,0.0011039745443136382
0.008317852020263672,0.003727625797137986,0.24419713020324707,0.029214709427870838,cosine,17,3,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 17, 'classifier__p': 3}",0.860610806577917,0.8590446358653093,0.8612852664576802,0.8589341692789969,0.8471786833855799,0.8574107123130966,0.005194955560888098,4,0.8593535749265426,0.8607247796278159,0.8599686643164904,0.8593811202506855,0.8623188405797102,0.8603493959402488,0.0011039745443136382
0.008333826065063476,0.0024313476535514876,0.2547160625457764,0.008621012549725748,cosine,19,1,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 19, 'classifier__p': 1}",0.8613938919342208,0.8590446358653093,0.8612852664576802,0.8612852664576802,0.8456112852664577,0.8577240691962696,0.006120380407377128,1,0.859745347698335,0.8599412340842312,0.8603603603603603,0.8587935761848805,0.8619271445358402,0.8601535325727294,0.0010246603384712447
0.007752752304077149,0.0011958707133756167,0.24750933647155762,0.030144206235145764,cosine,19,2,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 19, 'classifier__p': 2}",0.8613938919342208,0.8590446358653093,0.8612852664576802,0.8612852664576802,0.8456112852664577,0.8577240691962696,0.006120380407377128,1,0.859745347698335,0.8599412340842312,0.8603603603603603,0.8587935761848805,0.8619271445358402,0.8601535325727294,0.0010246603384712447
0.007483577728271485,0.0012666692666985137,0.24515466690063475,0.00509542549470873,cosine,19,3,"{'classifier__metric': 'cosine', 'classifier__n_neighbors': 19, 'classifier__p': 3}",0.8613938919342208,0.8590446358653093,0.8612852664576802,0.8612852664576802,0.8456112852664577,0.8577240691962696,0.006120380407377128,1,0.859745347698335,0.8599412340842312,0.8603603603603603,0.8587935761848805,0.8619271445358402,0.8601535325727294,0.0010246603384712447
0.008323001861572265,0.0032196222372323107,0.25220365524291993,0.02041881355489943,euclidean,3,1,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 3, 'classifier__p': 1}",0.8238057948316366,0.8488645262333594,0.8573667711598746,0.8550156739811913,0.8432601880877743,0.8456625908587672,0.011985086250874745,52,0.867384916748286,0.8795298726738492,0.8770074422248335,0.8766157461809636,0.8779866823345084,0.8757049320324881,0.004279844036744538
0.007803010940551758,0.0037043451068840515,0.26334395408630373,0.018247171367857078,euclidean,3,2,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 3, 'classifier__p': 2}",0.8238057948316366,0.8488645262333594,0.8573667711598746,0.8550156739811913,0.8432601880877743,0.8456625908587672,0.011985086250874745,52,0.867384916748286,0.8795298726738492,0.8770074422248335,0.8766157461809636,0.8779866823345084,0.8757049320324881,0.004279844036744538
0.004597377777099609,0.004511744029753174,0.28391203880310056,0.035674587797559,euclidean,3,3,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 3, 'classifier__p': 3}",0.8238057948316366,0.8488645262333594,0.8573667711598746,0.8550156739811913,0.8432601880877743,0.8456625908587672,0.011985086250874745,52,0.867384916748286,0.8795298726738492,0.8770074422248335,0.8766157461809636,0.8779866823345084,0.8757049320324881,0.004279844036744538
0.008898162841796875,0.0055279766066464965,0.299285364151001,0.030373561348754494,euclidean,5,1,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 5, 'classifier__p': 1}",0.8379013312451057,0.8433829287392326,0.8456112852664577,0.8605015673981191,0.8518808777429467,0.8478555980783724,0.007749226485487317,46,0.8587659157688541,0.8654260528893242,0.8619271445358402,0.864081472777125,0.8719153936545241,0.8644231959251336,0.0043701399273117555
0.005346155166625977,0.006700473115276663,0.31198911666870116,0.049909811236904154,euclidean,5,2,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 5, 'classifier__p': 2}",0.8379013312451057,0.8433829287392326,0.8456112852664577,0.8605015673981191,0.8518808777429467,0.8478555980783724,0.007749226485487317,46,0.8587659157688541,0.8654260528893242,0.8619271445358402,0.864081472777125,0.8719153936545241,0.8644231959251336,0.0043701399273117555
0.0031231403350830077,0.0062462806701660155,0.2969493865966797,0.017193247574404297,euclidean,5,3,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 5, 'classifier__p': 3}",0.8379013312451057,0.8433829287392326,0.8456112852664577,0.8605015673981191,0.8518808777429467,0.8478555980783724,0.007749226485487317,46,0.8587659157688541,0.8654260528893242,0.8619271445358402,0.864081472777125,0.8719153936545241,0.8644231959251336,0.0043701399273117555
0.009375619888305663,0.0076551665020256465,0.2843663215637207,0.022959861289121527,euclidean,7,1,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 7, 'classifier__p': 1}",0.8613938919342208,0.855912294440094,0.859717868338558,0.8612852664576802,0.8440438871473355,0.8564706416635778,0.0065222613508352486,13,0.8658178256611165,0.8634671890303623,0.864081472777125,0.8605562083822953,0.8593811202506855,0.8626607632203169,0.0023588552546315368
0.012497758865356446,0.006248880419429437,0.268756628036499,0.03336781730431325,euclidean,7,2,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 7, 'classifier__p': 2}",0.8613938919342208,0.855912294440094,0.859717868338558,0.8612852664576802,0.8440438871473355,0.8564706416635778,0.0065222613508352486,13,0.8658178256611165,0.8634671890303623,0.864081472777125,0.8605562083822953,0.8593811202506855,0.8626607632203169,0.0023588552546315368
0.009371566772460937,0.007651852710516611,0.29999651908874514,0.03482626770593527,euclidean,7,3,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 7, 'classifier__p': 3}",0.8613938919342208,0.855912294440094,0.859717868338558,0.8612852664576802,0.8440438871473355,0.8564706416635778,0.0065222613508352486,13,0.8658178256611165,0.8634671890303623,0.864081472777125,0.8605562083822953,0.8593811202506855,0.8626607632203169,0.0023588552546315368
0.006227254867553711,0.007626849202906966,0.2906187534332275,0.058947375578624325,euclidean,9,1,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 9, 'classifier__p': 1}",0.8582615505090054,0.8598277212216131,0.8565830721003135,0.8589341692789969,0.8479623824451411,0.856313779111014,0.004308744415552527,19,0.8622918707149853,0.8581782566111655,0.8619271445358402,0.8587935761848805,0.86310223266745,0.8608586161428644,0.0019838600732780243
0.0062502861022949215,0.007655006099502906,0.28753175735473635,0.0212753752332175,euclidean,9,2,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 9, 'classifier__p': 2}",0.8582615505090054,0.8598277212216131,0.8565830721003135,0.8589341692789969,0.8479623824451411,0.856313779111014,0.004308744415552527,19,0.8622918707149853,0.8581782566111655,0.8619271445358402,0.8587935761848805,0.86310223266745,0.8608586161428644,0.0019838600732780243
0.00937638282775879,0.007655784856434868,0.2752998352050781,0.028742092321560764,euclidean,9,3,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 9, 'classifier__p': 3}",0.8582615505090054,0.8598277212216131,0.8565830721003135,0.8589341692789969,0.8479623824451411,0.856313779111014,0.004308744415552527,19,0.8622918707149853,0.8581782566111655,0.8619271445358402,0.8587935761848805,0.86310223266745,0.8608586161428644,0.0019838600732780243
0.012503719329833985,0.006251861442449983,0.2593698978424072,0.015941086920595836,euclidean,11,1,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 11, 'classifier__p': 1}",0.8551292090837901,0.8566953797963978,0.8589341692789969,0.8620689655172413,0.8463949843260188,0.855844541600489,0.005269136764514612,22,0.8571988246816846,0.8568070519098923,0.8599686643164904,0.8568350959655308,0.8613396004700352,0.8584298474687267,0.0018722571780885656
0.0062503814697265625,0.007655122863144177,0.3094517707824707,0.02490677577237961,euclidean,11,2,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 11, 'classifier__p': 2}",0.8551292090837901,0.8566953797963978,0.8589341692789969,0.8620689655172413,0.8463949843260188,0.855844541600489,0.005269136764514612,22,0.8571988246816846,0.8568070519098923,0.8599686643164904,0.8568350959655308,0.8613396004700352,0.8584298474687267,0.0018722571780885656
0.009375333786010742,0.007654927987769596,0.3002331733703613,0.030353778612686785,euclidean,11,3,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 11, 'classifier__p': 3}",0.8551292090837901,0.8566953797963978,0.8589341692789969,0.8620689655172413,0.8463949843260188,0.855844541600489,0.005269136764514612,22,0.8571988246816846,0.8568070519098923,0.8599686643164904,0.8568350959655308,0.8613396004700352,0.8584298474687267,0.0018722571780885656
0.0031273365020751953,0.006254673004150391,0.2875542640686035,0.025394372987788506,euclidean,13,1,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 13, 'classifier__p': 1}",0.855912294440094,0.855912294440094,0.85423197492163,0.8605015673981191,0.8440438871473355,0.8541204036694545,0.005453249104243829,34,0.8556317335945152,0.8560235063663075,0.8585977281629456,0.855072463768116,0.8601645123384254,0.8570979888460618,0.0019524319835118042
0.0,0.0,0.2625004291534424,0.0062516504916708335,euclidean,13,2,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 13, 'classifier__p': 2}",0.855912294440094,0.855912294440094,0.85423197492163,0.8605015673981191,0.8440438871473355,0.8541204036694545,0.005453249104243829,34,0.8556317335945152,0.8560235063663075,0.8585977281629456,0.855072463768116,0.8601645123384254,0.8570979888460618,0.0019524319835118042
0.015627098083496094,0.017116504496022433,0.29999728202819825,0.02869949918018914,euclidean,13,3,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 13, 'classifier__p': 3}",0.855912294440094,0.855912294440094,0.85423197492163,0.8605015673981191,0.8440438871473355,0.8541204036694545,0.005453249104243829,34,0.8556317335945152,0.8560235063663075,0.8585977281629456,0.855072463768116,0.8601645123384254,0.8570979888460618,0.0019524319835118042
0.0062519550323486325,0.007657050827488175,0.28748722076416017,0.03776092761957783,euclidean,15,1,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 15, 'classifier__p': 1}",0.8582615505090054,0.8574784651527017,0.85423197492163,0.8605015673981191,0.8409090909090909,0.8542765297781093,0.006979602865370695,31,0.8542605288932419,0.8577864838393732,0.8580101840971406,0.8537015276145711,0.8574226400313357,0.8562362728951325,0.001859348267778336
0.012519073486328126,0.006259657282580853,0.2718543529510498,0.025442730665145238,euclidean,15,2,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 15, 'classifier__p': 2}",0.8582615505090054,0.8574784651527017,0.85423197492163,0.8605015673981191,0.8409090909090909,0.8542765297781093,0.006979602865370695,31,0.8542605288932419,0.8577864838393732,0.8580101840971406,0.8537015276145711,0.8574226400313357,0.8562362728951325,0.001859348267778336
0.012496232986450195,0.006248120862616014,0.26877946853637696,0.020742032723550883,euclidean,15,3,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 15, 'classifier__p': 3}",0.8582615505090054,0.8574784651527017,0.85423197492163,0.8605015673981191,0.8409090909090909,0.8542765297781093,0.006979602865370695,31,0.8542605288932419,0.8577864838393732,0.8580101840971406,0.8537015276145711,0.8574226400313357,0.8562362728951325,0.001859348267778336
0.009379863739013672,0.007658628199949403,0.272013521194458,0.033697453612680416,euclidean,17,1,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 17, 'classifier__p': 1}",0.8574784651527017,0.8543461237274863,0.85423197492163,0.8589341692789969,0.8409090909090909,0.8531799647979812,0.006397327136469512,37,0.853281096963761,0.8550440744368266,0.8566392479435958,0.8525264394829613,0.8566392479435958,0.8548260213541481,0.0016910349866593624
0.006294870376586914,0.007709611493080655,0.3000021457672119,0.030305599586503144,euclidean,17,2,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 17, 'classifier__p': 2}",0.8574784651527017,0.8543461237274863,0.85423197492163,0.8589341692789969,0.8409090909090909,0.8531799647979812,0.006397327136469512,37,0.853281096963761,0.8550440744368266,0.8566392479435958,0.8525264394829613,0.8566392479435958,0.8548260213541481,0.0016910349866593624
0.01249852180480957,0.006249263244402784,0.27499957084655763,0.023385562718089153,euclidean,17,3,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 17, 'classifier__p': 3}",0.8574784651527017,0.8543461237274863,0.85423197492163,0.8589341692789969,0.8409090909090909,0.8531799647979812,0.006397327136469512,37,0.853281096963761,0.8550440744368266,0.8566392479435958,0.8525264394829613,0.8566392479435958,0.8548260213541481,0.0016910349866593624
0.009371328353881835,0.007651658338739788,0.27814908027648927,0.025025914210746382,euclidean,19,1,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 19, 'classifier__p': 1}",0.8566953797963978,0.8551292090837901,0.85423197492163,0.8573667711598746,0.8401253918495298,0.8527097453622444,0.006389211406532368,40,0.8515181194906954,0.8546523016650343,0.855072463768116,0.8515471993732864,0.8564433999216607,0.8538466968437586,0.0019801177571853795
0.012497806549072265,0.006248903628391655,0.30010666847229006,0.031960262369659785,euclidean,19,2,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 19, 'classifier__p': 2}",0.8566953797963978,0.8551292090837901,0.85423197492163,0.8573667711598746,0.8401253918495298,0.8527097453622444,0.006389211406532368,40,0.8515181194906954,0.8546523016650343,0.855072463768116,0.8515471993732864,0.8564433999216607,0.8538466968437586,0.0019801177571853795
0.0031250953674316407,0.006250190734863282,0.2875777244567871,0.046968090006924305,euclidean,19,3,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 19, 'classifier__p': 3}",0.8566953797963978,0.8551292090837901,0.85423197492163,0.8573667711598746,0.8401253918495298,0.8527097453622444,0.006389211406532368,40,0.8515181194906954,0.8546523016650343,0.855072463768116,0.8515471993732864,0.8564433999216607,0.8538466968437586,0.0019801177571853795
